Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,195,"9,750",4875.00,50%,Online
Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Women's Street Footwear,42,144,"6,048",2540.00,42%,Online
Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,142,"4,828",2173.00,45%,Online
Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Men's Apparel,42,135,"5,670",3005.00,53%,Online
Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Women's Apparel,45,176,"7,920",5386.00,68%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,"9,744",6139.00,63%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,174,"6,438",3283.00,51%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Women's Street Footwear,34,145,"4,930",2071.00,42%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,"4,046",1821.00,45%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Men's Apparel,41,128,"5,248",2624.00,50%,Online
Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Women's Apparel,48,173,"8,304",5398.00,65%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,225,"11,025",6725.00,61%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,167,"6,179",3151.00,51%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Women's Street Footwear,37,123,"4,551",2048.00,45%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,38,116,"4,408",2204.00,50%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Men's Apparel,48,112,"5,376",2957.00,55%,Online
Sports Direct,1185732,17/10/2021,Midwest,Michigan,Detroit,Women's Apparel,52,137,"7,124",4987.00,70%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,196,"9,604",6051.00,63%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,42,145,"6,090",3350.00,55%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Women's Street Footwear,43,120,"5,160",2322.00,45%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,41,138,"5,658",2772.00,49%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Men's Apparel,59,126,"7,434",4089.00,55%,Online
Sports Direct,1185732,16/11/2021,Midwest,Michigan,Detroit,Women's Apparel,59,169,"9,971",6880.00,69%,Online
Sports Direct,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,"14,025",8555.00,61%,Online
Sports Direct,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,"8,096",4291.00,53%,Online
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Street Footwear,48,168,"8,064",3629.00,45%,Online
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,48,138,"6,624",3180.00,48%,Online
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Apparel,55,143,"7,865",4090.00,52%,Online
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Apparel,59,163,"9,617",6251.00,65%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Street Footwear,27,156,"4,212",2106.00,50%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,29,123,"3,567",1676.00,47%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Street Footwear,19,123,"2,337",1052.00,45%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,24,77,"1,848",961.00,52%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Apparel,39,98,"3,822",1873.00,49%,Online
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Apparel,29,123,"3,567",2247.00,63%,Online
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Men's Street Footwear,29,182,"5,278",2797.00,53%,Online
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,28,94,"2,632",1290.00,49%,Online
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Women's Street Footwear,19,113,"2,147",966.00,45%,Online
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,70,"1,680",874.00,52%,Online
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Men's Apparel,38,88,"3,344",1505.00,45%,Online
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Women's Apparel,28,120,"3,360",2117.00,63%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34,186,"6,324",3225.00,51%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,87,"2,958",1331.00,45%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,95,"2,185",1005.00,46%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28,54,"1,512",771.00,51%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Apparel,41,75,"3,075",1507.00,49%,Online
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Apparel,34,102,"3,468",2254.00,65%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,33,144,"4,752",2471.00,52%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,72,"1,944",953.00,49%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,18,83,"1,494",732.00,49%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,52,"1,196",622.00,52%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Apparel,36,65,"2,340",1053.00,45%,Online
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Apparel,28,105,"2,940",1793.00,61%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,"7,020",3580.00,51%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,88,"2,992",1406.00,47%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29,87,"2,523",1161.00,46%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,"1,885",1037.00,55%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Apparel,44,70,"3,080",1478.00,48%,Online
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,105,"4,725",2835.00,60%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,32,168,"5,376",2903.00,54%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,91,"2,457",1130.00,46%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,113,"2,599",1274.00,49%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,91,"2,093",1047.00,50%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Apparel,38,102,"3,876",1744.00,45%,Online
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Apparel,42,142,"5,964",3877.00,65%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,36,203,"7,308",4019.00,55%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,33,130,"4,290",2016.00,47%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29,128,"3,712",1708.00,46%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,101,"2,929",1552.00,53%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Apparel,37,94,"3,478",1704.00,49%,Online
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Apparel,41,160,"6,560",4002.00,61%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,38,203,"7,714",3857.00,50%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38,143,"5,434",2500.00,46%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,"3,840",1766.00,46%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,91,"2,184",1201.00,55%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Apparel,34,81,"2,754",1294.00,47%,Online
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Apparel,36,128,"4,608",2995.00,65%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,32,174,"5,568",2784.00,50%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,28,100,"2,800",1316.00,47%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14,75,"1,050",515.00,49%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,14,83,"1,162",616.00,53%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Apparel,23,77,"1,771",832.00,47%,Online
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Apparel,28,95,"2,660",1702.00,64%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34,131,"4,454",2272.00,51%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,91,"2,184",1092.00,50%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,73,"1,679",806.00,48%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,59,"1,357",679.00,50%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Apparel,32,68,"2,176",1023.00,47%,Online
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Apparel,38,88,"3,344",2140.00,64%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34,150,"5,100",2601.00,51%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23,88,"2,024",911.00,45%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,80,"1,840",902.00,49%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,88,"2,024",1052.00,52%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Apparel,43,81,"3,483",1672.00,48%,Online
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,48,108,"5,184",3266.00,63%,Online
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,41,163,"6,683",3475.00,52%,Online
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32,113,"3,616",1736.00,48%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,"3,840",1805.00,47%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34,88,"2,992",1556.00,52%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Apparel,42,88,"3,696",1848.00,50%,Online
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Apparel,47,126,"5,922",3612.00,61%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,23,196,"4,508",2479.00,55%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23,133,"3,059",1438.00,47%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14,143,"2,002",941.00,47%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18,88,"1,584",824.00,52%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Apparel,33,98,"3,234",1520.00,47%,Online
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Apparel,24,138,"3,312",2120.00,64%,Online
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,218,"5,450",2889.00,53%,Online
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,101,"2,424",1139.00,47%,Online
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14,115,"1,610",725.00,45%,Online
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,87,"1,653",827.00,50%,Online
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Men's Apparel,32,101,"3,232",1454.00,45%,Online
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Women's Apparel,24,131,"3,144",1949.00,62%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,168,"4,872",2533.00,52%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28,102,"2,856",1428.00,50%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Street Footwear,18,112,"2,016",1008.00,50%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23,73,"1,679",890.00,53%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Apparel,38,75,"2,850",1425.00,50%,Online
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Apparel,29,100,"2,900",1856.00,64%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,181,"4,887",2444.00,50%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,94,"2,350",1058.00,45%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Street Footwear,14,98,"1,372",631.00,46%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,18,70,"1,260",668.00,53%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Apparel,33,74,"2,442",1123.00,46%,Online
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Apparel,24,112,"2,688",1613.00,60%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Street Footwear,32,174,"5,568",2840.00,51%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29,101,"2,929",1435.00,49%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Street Footwear,25,98,"2,450",1225.00,50%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23,72,"1,656",911.00,55%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Apparel,39,75,"2,925",1463.00,50%,Online
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Apparel,44,120,"5,280",3432.00,65%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Street Footwear,28,182,"5,096",2599.00,51%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,24,112,"2,688",1317.00,49%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Street Footwear,19,115,"2,185",1071.00,49%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,"2,052",1047.00,51%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Apparel,34,108,"3,672",1652.00,45%,Online
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Apparel,38,150,"5,700",3420.00,60%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Street Footwear,34,224,"7,616",3960.00,52%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29,160,"4,640",2227.00,48%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Street Footwear,24,138,"3,312",1590.00,48%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23,115,"2,645",1323.00,50%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Apparel,32,128,"4,096",1884.00,46%,Online
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Apparel,38,150,"5,700",3705.00,65%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Street Footwear,33,203,"6,699",3350.00,50%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,34,131,"4,454",2093.00,47%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Street Footwear,29,113,"3,277",1606.00,49%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,101,"1,919",1017.00,53%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Apparel,29,105,"3,045",1401.00,46%,Online
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Apparel,32,152,"4,864",2918.00,60%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,169,"4,901",2549.00,52%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,23,122,"2,806",1263.00,45%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Street Footwear,9,91,819,410.00,50%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10,88,880,449.00,51%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Apparel,19,88,"1,672",836.00,50%,Online
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Apparel,24,120,"2,880",1843.00,64%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,28,173,"4,844",2470.00,51%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,19,100,"1,900",950.00,50%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,19,87,"1,653",810.00,49%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,72,"1,368",752.00,55%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,29,83,"2,407",1204.00,50%,Online
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,32,104,"3,328",2063.00,62%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,149,"4,321",2161.00,50%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,108,"2,160",994.00,46%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,19,93,"1,767",848.00,48%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,113,"2,147",1095.00,51%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,39,91,"3,549",1739.00,49%,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,43,113,"4,859",3158.00,65%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,39,203,"7,917",4354.00,55%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28,145,"4,060",1989.00,49%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,29,113,"3,277",1540.00,47%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,27,112,"3,024",1542.00,51%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,38,112,"4,256",2128.00,50%,Online
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,42,125,"5,250",3203.00,61%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,98,"2,646",1270.00,48%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,39,105,"4,095",2007.00,49%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Street Footwear,39,105,"4,095",1966.00,48%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,39,58,"2,262",1041.00,46%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Apparel,42,44,"1,848",1016.00,55%,Online
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Apparel,39,108,"4,212",1811.00,43%,Online
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,117,"3,393",1527.00,45%,Online
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,39,91,"3,549",1704.00,48%,Online
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Women's Street Footwear,36,88,"3,168",1426.00,45%,Online
West Gear,1128299,24/02/2021,West,Oregon,Portland,Women's Athletic Footwear,39,58,"2,262",1086.00,48%,Online
West Gear,1128299,24/02/2021,West,Oregon,Portland,Men's Apparel,42,38,"1,596",830.00,52%,Online
West Gear,1128299,24/02/2021,West,Oregon,Portland,Women's Apparel,37,85,"3,145",1258.00,40%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Street Footwear,38,128,"4,864",2383.00,49%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Athletic Footwear,45,85,"3,825",1836.00,48%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Street Footwear,54,88,"4,752",2138.00,45%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Athletic Footwear,49,65,"3,185",1529.00,48%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Apparel,54,26,"1,404",744.00,53%,Online
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Apparel,49,87,"4,263",1790.00,42%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Men's Street Footwear,51,124,"6,324",2909.00,46%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Men's Athletic Footwear,54,83,"4,482",2196.00,49%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Women's Street Footwear,55,85,"4,675",2244.00,48%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Women's Athletic Footwear,41,63,"2,583",1292.00,50%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Men's Apparel,48,36,"1,728",864.00,50%,Online
West Gear,1128299,24/04/2021,West,Oregon,Portland,Women's Apparel,59,84,"4,956",2230.00,45%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Men's Street Footwear,48,145,"6,960",3132.00,45%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Men's Athletic Footwear,50,105,"5,250",2415.00,46%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Women's Street Footwear,50,95,"4,750",2375.00,50%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Women's Athletic Footwear,49,83,"4,067",1952.00,48%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Men's Apparel,41,44,"1,804",992.00,55%,Online
West Gear,1128299,25/05/2021,West,Oregon,Portland,Women's Apparel,54,158,"8,532",3839.00,45%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Men's Street Footwear,51,225,"11,475",5623.00,49%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Men's Athletic Footwear,62,169,"10,478",5134.00,49%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Women's Street Footwear,78,189,"14,742",6781.00,46%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Women's Athletic Footwear,74,158,"11,692",5846.00,50%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Men's Apparel,86,108,"9,288",4923.00,53%,Online
West Gear,1128299,24/06/2021,West,Oregon,Portland,Women's Apparel,95,189,"17,955",8080.00,45%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Men's Street Footwear,79,255,"20,145",9670.00,48%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Men's Athletic Footwear,85,196,"16,660",7830.00,47%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Women's Street Footwear,86,163,"14,018",6588.00,47%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Women's Athletic Footwear,82,165,"13,530",6494.00,48%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Men's Apparel,84,156,"13,104",6552.00,50%,Online
West Gear,1128299,23/07/2021,West,Oregon,Portland,Women's Apparel,97,150,"14,550",6111.00,42%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Street Footwear,81,200,"16,200",7776.00,48%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Athletic Footwear,76,233,"17,708",8677.00,49%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Women's Street Footwear,68,195,"13,260",6497.00,49%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Women's Athletic Footwear,68,119,"8,092",3722.00,46%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Apparel,65,128,"8,320",4410.00,53%,Online
West Gear,1128299,24/08/2021,West,Oregon,Portland,Women's Apparel,69,73,"5,037",2216.00,44%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Men's Street Footwear,46,122,"5,612",2525.00,45%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Men's Athletic Footwear,51,122,"6,222",2862.00,46%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Women's Street Footwear,49,75,"3,675",1654.00,45%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Women's Athletic Footwear,49,52,"2,548",1172.00,46%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Men's Apparel,58,59,"3,422",1814.00,53%,Online
West Gear,1128299,25/09/2021,West,Oregon,Portland,Women's Apparel,41,73,"2,993",1257.00,42%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Street Footwear,38,102,"3,876",1822.00,47%,Online
